url,title,publisher,doc_id,authors,keywords,abstract
https://www.mendeley.com/catalogue/3e0e04a8-ac1a-387e-acbd-c8c491c208a6,The effect of supply chain technology adoption: An empirical study of textile and apparel industry in Malaysia,Journal of Engineering and Applied Sciences (2016) 11(8) 1727-1734,10.3923/jeasci.2016.1727.1734,"['Loon L', 'Hassan M', 'Udin Z', '']","['Firms', 'Malaysia', 'Supply chain agility', 'Supply chain technology', 'Textile and apparel industry']","In today's dynamic business environment, the competition is no longer between firms but between supply chains to gain competitive advantages. The global sector, especially the textile and apparel industry are essentially known for its supply chain dependency. The delicate nature of its business leads to emphasis on the smooth movement of upstream and downstream supply chain. The nature of this industry, however, result in huge dynamic flow of physical, information and financial. The dynamic management of these flows requires adoption of supply chain technology. Even though, technology is widely implemented and studied in many industries by researchers, the adoption of supply chain technology in Malaysian textile and apparel industry is still limited. There is relatively a handful academic study conducted on recent developments in Malaysian textile and apparel industry and supply chain technology adoption indicate a major gap in supply chain studies. Considering the importance given to Third Industrial Master Plan by the government Malaysia, it is necessary to understand the power of supply chain technology adoptions. This study aims to investigate supply chain technology adoption by textile and apparel companies in Malaysia. The result highlighted the supply chain agility perceived by textile and apparel companies from supply chain technologies. This study could be used as a precursor for further detailed studies on this issue."
https://www.mendeley.com/catalogue/56b78b9c-83de-3138-9f67-dbc55e99981c,Relationship between relational capability and supply chain technology adoption,Advanced Science Letters (2017) 23(4) 2774-2778,10.1166/asl.2017.7633,"['Hassan M', 'Loon L', 'Udin Z', '']","['Malaysia', 'Relational capability', 'Supply chain technology adoption', 'Textile and apparel industry']","Supply chain is part of business operation, which involves many business entities such as supplier, manufacturers, distributors, service providers, retailers, and customers. In today�s dynamic business environment, the competition is no longer between firms, but between supply chains to gain competitive advantages. The dynamic management of these flows requires adoption of supply chain technology (SCT). Even though technology is widely implemented and studied in many industries by researchers, but the adoption of SCT in Malaysian textile and apparel (T&A) industry is still limited. Thus, indicate a major gap in supply chain studies. Considering the importance given to Third Industrial Master Plan by the government Malaysia, it is necessary to understand the power of SCT adoptions. This study examines the relationship between relational capability and SCT adoption by T&A companies in Malaysia. The total of 201 questionnaires were sent to Malaysia�s T&A company that is listed in the Federation of Malaysian Manufacturers (FMM) and Malaysian External Trade Development Corporation (MATRADE) directory. The total of 121 usable responses were obtained and analyzed through Partial Least Square Structural Equation Modeling (PLS-SEM). The result highlighted that relational capability has a partial relationship with SCT adoption. Specifically, the results suggested that supplier partnership and information quality was significance factors in enhancing SCT adoption of Malaysia�s T&A industry, while customer relationship and information sharing did not significance. This paper fills some of the gaps in the link between relational capability and SCT adoption, particularly among T&A companies."
https://www.mendeley.com/catalogue/e9458951-f849-3b59-b9f3-f05a951ecf33,"Effect of Supply Chain Technology, Supply Chain Collaboration and Innovation Capability on Supply Chain Performance of Manufacturing Companies",Journal of Business Studies Quarterly (2015) 7(2) 258-273,21521034,"['Singhry H', '']","['5160:Transportation management', '8600:Manufacturing industries not elsewhere classi', '9130:Experiment/theoretical treatment', '9177:Africa', 'Business And Economics', 'Innovations', 'Manufacturing', 'Nigeria', 'Performance evaluation', 'Studies', 'Supply chain management', 'Technological change']","The dynamic business environment requires constant upgrade of firms' capabilities and processes to influence the innovation capability. The purpose of this study is twofold. First, to investigate the mediating effect of innovation capability on the relationships between supply chain technology and supply chain performance. Second, to determine the intervening role of innovation capability on the relationship between supply chain collaboration and supply chain performance. The study was based on the epistemology of post-positivism worldview and the methodology of cross-sectional survey of top managers at a firm level. Cluster and stratified random sampling were employed utilized. Questionnaires were distributed and collected through self-administered (face-to-face) method. Structural equation modeling with Amos graphic was used for analysis. The finding that innovation capability is a full mediator on the relationship between supply chain technology and supply chain performance as well as on supply chain collaboration and supply chain performance. The study improves the literature of the supply chain management through the incorporation of supply chain technology (advanced manufacturing technologies and information technology), supply chain collaboration (concurrent engineering of product design, collaborative planning, forecasting, & replenishment, and collaborative marketing), and innovation capability. For practice, the study provides guidance for managers to improve firms' supply chain performance."
https://www.mendeley.com/catalogue/21bd19eb-026c-3243-bf48-20347be57790,The Impact of Information Technology Capability on Supply Chain Technology Adoption and Supply Chain Operational Performance: a Resource based View,International Journal of Engineering & Technology (2018) 7(4.15) 224,10.14419/ijet.v7i4.15.22994,"['Khai Loon L', 'Nawanir G', 'Hanaysha J', 'et al.See more']",[],"Organization increasingly relies on the supply chain technology to improve the supply chain operational performance. Yet, past evidence suggests that the adoption of supply chain technology does not guarantee enhanced supply chain operational performance. Drawing from the Resource Based View, this study found that information technology (IT) capability enabled supply chain technology adoption in achieving supply chain operational performance. Supply chain technology serves as a system in transforming IT capability into a higher value resources for an organization. The adoption of supply chain technology in managing supply chain deserved attention from researchers and practitioners, because business benefits from supply chain technology adoption improve firm�s supply chain performances which enhance reliability, improve responsiveness, increase agility, and minimize cost in operation functions. This study provides a unique theoretical framework intended to aid researchers and practitioners develop a more thorough understanding of the linkages between information technology capability, supply chain technology adoption, and supply chain operational performance. The total of 201 questionnaires were sent to Malaysia's textile and apparel company that is listed in the Federation of Malaysian Manufacturers (FMM) and Malaysian External Trade Development Corporation (MATRADE) directory. The total of 121 usable responses were obtained and analyzed through Partial Least Square Structural Equation Modeling (PLS-SEM). The discussion of this study is followed by presenting the results of the survey on the relationship of IT capability on supply chain technology adoption and supply chain operational performance. The results shown that supply chain technology adoption is mediating the relationship between IT capability and supply chain operation performance."
https://www.mendeley.com/catalogue/36bee2a2-aaa0-3815-ac3d-784e45b9a91e,Strategic consensus between functions and the role of supply chain technology as moderator,Journal of Industrial Engineering and Management (2018) 11(4) 735-748,10.3926/jiem.2652,"['Kusmantini T', 'Haryono T', 'Untoro W', 'et al.See more']","['Contingent variable', 'Euclidean distance', 'Mean split', 'Misfit score', 'Simple regression technique']","Purpose: This study aims to identify whether the higher degree of fit between supply chain strategy and manufacturing strategy will result in a better performance. When the choice of supply chain technology (integrative SC technology and functional SC technology) to support the alignment of the strategy will then strengthen the relationship between degree of fit with performance. Design/methodology/approach: Strategic alignment test between the functions uses 102 SMEs (Small and Medium Enterprises) in Yogyakarta Province, Indonesia with purposive sampling technique. The data are collected by distributing questionnaires to the companies that qualify the criteria of the sample, respondent target are procurement manager or production manager. Findings: Samples are grouped into two ideal types of strategies used mean split technique. 53 SMEs adopt ASCS (Agile Supply Chain Strategy) and 49 SMEs adopt LSCS (Lean Supply Chain Strategy). Two of the strategy groups have a low value of misfit score; it means that the degree of fit between supply chain strategy and manufacturing strategy is high. The result of the hierarichal moderated regression test shows that a regression coefficient values is negative both in LSCS and ASCS group, but the hypothesis test is only proven on ASCS group while LSCS group is not significant. The test of the moderate effect of the choice of SC technology on the two strategy groups is proved to be significant. Research limitations/implications: (1) The empirical finding of bivariate fit model test encourage a research space to explore the other contingent variable besides manufacturing strategy. For example, other function or corporate strategy. (2) The measurement of the company performance becomes the objective of the success of the alignment of supply chain strategy with the contingent variable which should be specified using the supply chain performance. Originality/value: The use of Euclidean distance formula is expected to cover the technical limitations of contingency test by using interaction approach between the complex variables; the value of misfit score reflects the extent to which program alignment between the company functions."
https://www.mendeley.com/catalogue/13dfcfaa-c8b5-35d2-b3aa-0c81b49116de,The Supply Chain Has No Clothes: Technology Adoption of Blockchain for Supply Chain Transparency,Logistics (2018) 2(1) 2,10.3390/logistics2010002,"['Francisco K', 'Swanson D', '']",[],"Blockchain technology, popularized by Bitcoin cryptocurrency, is characterized as an open-source, decentralized, distributed database for storing transaction information. Rather than relying on centralized intermediaries (e.g., banks) this technology allows two parties to transact directly using duplicate, linked ledgers called blockchains. This makes transactions considerably more transparent than those provided by centralized systems. As a result, transactions are executed without relying on explicit trust [of a third party], but on the distributed trust based on the consensus of the network (i.e., other blockchain users). Applying this technology to improve supply chain transparency has many possibilities. Every product has a long and storied history. However, much of this history is presently obscured. Often, when negative practices are exposed, they quickly escalate to scandalous, and financially crippling proportions. There are many recent examples, such as the exposure of child labor upstream in the manufacturing process and the unethical use of rainforest resources. Blockchain may bring supply chain transparency to a new level, but presently academic and managerial adoption of blockchain technologies is limited by our understanding. To address this issue, this research uses the Unified Theory of Acceptance and Use of Technology (UTAUT) and the concept of technology innovation adoption as a foundational framework for supply chain traceability. A conceptual model is developed and the research culminates with supply chain implications of blockchain that are inspired by theory and literature review."
https://www.mendeley.com/catalogue/382e1da4-0772-3ec6-acce-ae272ac6a728,Blockchain technology for enhancing supply chain resilience,Business Horizons (2019) 62(1) 35-45,10.1016/j.bushor.2018.08.012,"['Min H', '']","['', '', '', '', '', '', '', '']","With the soaring value of bitcoin and frenzy over cryptocurrency, the blockchain technology that sparked the bitcoin revolution has received heightened attention from both practitioners and academics. Blockchain technology often causes controversies surrounding its application potential and business ramifications. The blockchain is a peer-to-peer network of information technology that keeps records of digital asset transactions using distributed ledgers that are free from control by intermediaries such as banks and governments. Thus, it can mitigate risks associated with intermediaries� interventions, including hacking, compromised privacy, vulnerability to political turmoil, costly compliance with government rules and regulation, instability of financial institutions, and contractual disputes. This article unlocks the mystique of blockchain technology and discusses ways to leverage blockchain technology to enhance supply chain resilience in times of increased risks and uncertainty."
https://www.mendeley.com/catalogue/6cd12dd5-86ea-3ac7-808a-b9a58c849953,"Customer integration, top management support, organizational structure and supply chain technology adoption. Examining the mediating role of intention to adopt specific supply chain technology",International Journal of Supply Chain Management (2020) 9(4) 1252-1259,20507399,"['Widiyanti M', 'Lestariningsih M', 'Irwanto I', 'et al.See more']","['Customer integration', 'E-supply chain technology adoption', 'Indonesia', 'Organizational structure', 'Top management support']","The main focus of the present study is to examine the impact of top management support, organizational structure, and customer integration on the intention to adopt specific technology management and adoption of e-supply chain technology. Additionally, mediating impact of intention to specific technology between top management support, organizational structure, customer integration and adoption of new technology is assessed as well. The data is collected from the employees of commercial banks of Indonesia. The data collection technique adopted was stratified random sampling. The collected data was analyzed through PLS-SEM using PLS 3.2.1. The findings of the study revealed that all of the proposed direct as well, and mediating hypothesis is accepted. The findings of the study are important for the practitioners of the banking sector to adopt strategy by which they can adopt new technology. Moreover, this study fills the gap of limited studies related to technology in the supply chain perspective of the banking sector."
https://www.mendeley.com/catalogue/73aac1fd-5195-3b65-b872-306f5a4a7edf,Does Supply Chain Technology Moderate the Relationship between Supply Chain Strategies and Firm Performance? Evidence from Large-Scale Manufacturing Firms in Kenya,International Strategic Management Review (2015) 3(1-2) 43-65,10.1016/j.ism.2015.07.002,"['Magutu P', 'Aduda J', 'Nyaoga R', '']",[''],"This paper is cognizant of the fact that literature on supply chain strategies is limited and still evolving; and literature on supply chain technology mainly focused on the adoptions, but not on the moderating effect on the relationship between supply chain strategies and firm performance. The purpose of this study is to determine the extent to which supply chain technology moderates the relationship between supply chain strategies and performance of large-scale manufacturing firms in Kenya. Proportionate sampling was used to obtain a sample of one hundred and thirty-eight (138) from a population of six hundred and twenty-seven (627) large scale manufacturing firms. The descriptive statistics, reliability and validity tests of the constructs, correlation analysis, regression analysis and factor analysis models were used to test the hypotheses. The findings indicate that there is a strong significant relationship between supply chain technologies, supply chain strategies and firm performance, implying that both supply chain technology and supply chain strategies explain 88.2% of the changes in the firm's performance. The net effect of both supply chain strategies and technologies is explained by the coefficient of product moderating variable (SC Strategy*Technology beta = 0.532) which shows that supply chain technology is a significant moderator of the relationship between supply chain strategies and firm performance. This study cleared some contradictions to support the position that firms should invest in supply chain configurations and technologies that lead to improved service delivery accompanied by enhanced operational and overall firm performance"
https://www.mendeley.com/catalogue/5b4de61d-b5d5-347c-a868-576acf6f0d5a,The Contribution of Supply Chain Technology in Malaysian Textile and Apparel Industry,Journal of Advanced Management Science (2016) 376-380,10.12720/joams.4.5.376-380,"['Lee K', 'Hassan M', 'Udin Z', '']",[],"Through the rapid innovation of technology and increasing affordability, it was transformed from a means of convenience to indispensable tools for work, socialization, entertainment, and learning. Given the relevance of the topic, the purpose of this study was aimed to explore the contribution of supply chain technology adoption in Malaysian textile and apparel industry. The nature of this industry is characterized as a huge dynamic flow of physical, information, and financial. Undoubtedly, to handle the delicate nature of this business, the position of supply chain technology has increased not only in the manufacturing sector, but also in smooth movement of upstream and downstream of the supply chain. Thus, the understanding and practicing of supply chain technology adoption has become a crucial prerequisite for keeping competitive in the global race. Even though technology is widely implemented and studied in many industries and countries by researchers, but the study of adoption of supply chain technology in Malaysian textile and apparel industry is insufficient. In view of the significance given to Third Industrial Master Plan by the government Malaysia, it is necessary to recognize the stimulus of supply chain technology adoptions. The results suggest and highlight the extent of supply chain technology adoption and the benefits perceived by textile and apparel companies from supply chain technologies. This study believed that supply chain technology adoption could be beneficial to both internal and external supply chains. The result of this study could be used as a precursor to support future researchers in further investigation on this extent."
https://www.mendeley.com/catalogue/73fc75ba-23fd-3807-a1b9-559a1a5904fa,"Supply Chain Technology Adoption: Its Clarification, Evolution, Classification, and Practicality in Textile and Apparel Industry",International Journal of Business and Economics Research (2014) 3(6) 15,10.11648/j.ijber.s.2014030601.13,"['Lee K', '']",[],"In today�s dynamic business environment, technology is the most powerful tools to sustain in the competitive global market place. However, supply chain technology is the 21st century global supply chain management tool for achieving supply chain operational competitiveness. The global manufacturing sector, especially the textile and apparel industry are essentially known for its supply chain dependency. Companies are struggling to find ways to improve their reliability, responsiveness, agility, and costs and in turn competitiveness by changing their operations through adopting new supply chain technology. Even though information technology is widely implemented and studied in countless different contexts, but the clarifications between information technology and supply chain technology are still unclear. In this study, the diversity between information technology and supply chain technology is interpreted through a thorough and comprehensive review of the literatures. From there, the evolution of supply chain technology is undoubtedly tracked and the classification of supply chain technology has been clearly stated. The practical contributions of supply chain technology adoption to supply chain performance are the most excited part of this study. The result of this study could be used as a precursor to support future researchers in further investigation on this area. Thus, recommendations and suggestions for future study directions are indicated."
https://www.mendeley.com/catalogue/89fb0564-8e45-3a4d-a3c8-0be6e6dff731,Considering the traceability awareness of consumers: should the supply chain adopt the blockchain technology?,Annals of Operations Research (2020),10.1007/s10479-020-03729-y,"['Fan Z', 'Wu X', 'Cao B', '']","['Blockchain technology', 'Pricing', 'Supply chain', 'Traceability awareness of consumers']","Blockchain technology is an emerging technology developed in recent years. It has powerful information traceability function. The blockchain technology plays an important role in monitoring product quality and responding to product safety problems. Under considering the traceability awareness of consumers and the cost of using the blockchain technology, should the supply chain adopt the blockchain technology? The research on this issue deserves great attentions. In this paper, for a three-stage supply chain consisting of a supplier, a manufacturer and a retailer, we study the optimal pricing strategies of the supply chain considering the traceability awareness of consumers in two scenarios. These two scenarios are: scenario N (i.e., the supply chain does not adopt the blockchain technology) and scenario B (i.e., the supply chain adopts the blockchain technology). On this basis, we discuss the conditions that the supply chain adopts the blockchain technology by comparing the optimal profits of the supply chain and its members in two scenarios. Further, we discuss the problem of supply chain coordination when adopting the blockchain technology. The results show that it is conditional for the supply chain to adopt the blockchain technology, and the condition is related to the traceability awareness of consumers, the production costs of the supplier and manufacturer, and the cost of using the blockchain technology. We also find that under a certain condition, the revenue sharing contract can realize a Pareto improvement for the supply chain that adopts the blockchain technology."
https://www.mendeley.com/catalogue/2b4fa36b-8706-3cf2-bf23-6e3067d0c060,Revenue Model of Supply Chain by Internet of Things Technology,IEEE Access (2019) 7 4091-4100,10.1109/ACCESS.2018.2888952,"['Shousong C', 'Xiaoguang W', 'Yuanjun Z', '']","['Internet of Things (IoT) technology', 'Multi-product supply chain', 'imperialist competitive algorithm (ICA)', 'revenue model', 'supply chain optimization']","Under the condition of elastic demand and different market scales, the optimization of multi-product supply chain by the Internet of Things (IoT) technology was studied from the perspective of overall supply chain revenue in this paper. Particularly, the supply chain revenue model in a two-stage multi-product supply chain is established to analyze the impact of the IoT technology on the overall supply chain revenue. The imperialist competitive algorithm is introduced, and the algorithm is improved to solve the model. The computer simulation optimization method is used to solve the example and to compare the overall supply chain revenue and its changes before and after introducing the IoT technology. The result shows that the application of the IoT technology can effectively optimize the multi-product supply chain."
https://www.mendeley.com/catalogue/0d7eb7d2-fda4-3e78-8c50-9c3b43f339f1,Coping strategies for overcoming constrained supply chain technology: An exploratory study,Transportation Journal (2015) 54(3) 368-404,10.5325/transportationj.54.3.0368,"['Saldanha J', 'Mello J', 'Knemeyer A', 'et al.See more']","['Coping strategies', 'Human intervention', 'Inductive research', 'Information constraints', 'Supply chain technology']","Conditions experienced in developing countries are characterized by high levels of uncertainty and differ considerably from those encountered in developed countries. Specifically, operational environments in developing countries constrain the supply chain technology (SCT) used by firms to manage supply chain operations. Hence, it is reasonable to conjecture that firm's operating in these types of environments might rely on and use SCT and the information they provide to manage their supply chain operations differently from firms in less constraining environments. To explore this phenomenon we conducted a grounded theory study collecting interview data from 46 logistics and supply chain managers at 16 firms across India, one of the largest and most dynamic of the developing countries. Our analysis of the data establishes that SCT constraints arise from external, internal, and relationship conditions. Emerging from the data we observed managerial emphasis on a phenomenon whereby management utilizes coping strategies to relax constraints that adversely affect their use of SCT. While our findings also revealed human intervention as a negative externality arising from the use of coping strategies, we found that management were aware of this externality and were actively addressing it as part of their efforts to relax the constraints on SCT."
